,title,Domestic Gross,Year,rating,id,imdbid
564,Funny Ha Ha,77070,2005,1,4032,327753
565,Tropical Malady,46750,2005,0,1498,381668
566,Hate Crime,40758,2005,0,4339,415833
567,Sunset Story,17508,2005,1,2564,368310
568,Side Effects,2216,2005,1,3913,2053463
569,Ice Age: The Meltdown,195330621,2006,0,1581,438097
570,Casino Royale,167445960,2006,0,221,381061
571,Night at the Museum,250863268,2006,1,416,477347
572,Cars,244082982,2006,0,1946,317219
573,X-Men: The Last Stand,234362462,2006,1,317,376994
574,Superman Returns,200081192,2006,0,4288,348150
575,Happy Feet,198000317,2006,1,7637,366548
576,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,128505958,2006,0,5158,443453
577,Eragon,75030163,2006,0,1147,449010
578,Click,137355633,2006,1,5358,389860
579,Open Season,85105259,2006,0,3786,400717
580,Inside Man,88513495,2006,1,2089,454848
581,Poseidon,60674817,2006,0,4918,409182
582,Flushed Away,64665672,2006,0,3812,424095
583,Scary Movie 4,90710620,2006,1,7679,362120
584,Blood Diamond,57377916,2006,0,4626,450259
585,Saw III,80238724,2006,1,6450,489270
586,Miami Vice,63450470,2006,0,8871,430357
587,Dreamgirls,103365956,2006,1,5815,443489
588,Monster House,73661010,2006,1,3661,385880
589,Babel,34302837,2006,1,5925,449467
590,Perfume: The Story of a Murderer,2223293,2006,1,1888,396171
591,V for Vendetta,70511035,2006,1,89,434409
592,"You, Me and Dupree",75628110,2006,0,1558,463034
593,Apocalypto,50866635,2006,1,5306,472043
594,Final Destination 3,54098051,2006,1,4595,414982
595,Barnyard,72637803,2006,1,7366,414853
596,Step Up,65328121,2006,1,7596,462590
597,Arthur and the Invisibles,15132763,2006,0,4729,344854
598,Little Miss Sunshine,59891098,2006,1,648,449059
599,Silent Hill,46982632,2006,1,793,384537
600,Nacho Libre,80197993,2006,0,2026,457510
601,RV,71726025,2006,1,7793,449089
602,Volver,12899867,2006,1,366,441909
603,Jackass Number Two,72778712,2006,0,1302,493430
604,Hostel,47326473,2006,0,3698,450278
605,Curse of the Golden Flower,6566773,2006,0,3051,473444
606,Lady in the Water,42285169,2006,0,4227,452637
607,Children of Men,35552383,2006,1,332,206634
608,John Tucker Must Die,41011711,2006,1,3571,455967
609,Letters from Iwo Jima,13756082,2006,0,2580,498380
610,When a Stranger Calls,47860214,2006,1,4665,455857
611,Take the Lead,34742066,2006,1,3460,446046
612,Snakes on a Plane,34020814,2006,1,1894,417148
613,Marie Antoinette,15962471,2006,1,290,422720
614,Lucky Number Slevin,22495466,2006,0,1138,425210
615,Stranger Than Fiction,40660952,2006,1,559,420223
616,Notes on a Scandal,17510118,2006,1,2498,465551
617,We Are Marshall,43545364,2006,0,2579,758794
618,Last Holiday,38399961,2006,1,938,408985
619,Glory Road,42647449,2006,1,7977,385726
620,Crank,27838408,2006,0,289,479884
621,Man of the Year,37327390,2006,0,920,483726
622,Thank You for Smoking,24793509,2006,0,414,427944
623,Accepted,36323505,2006,0,6194,384793
624,Miss Potter,3005605,2006,1,1898,482546
625,Stick It,26910736,2006,1,1665,430634
626,Ultraviolet,18535812,2006,0,2532,370032
627,Clerks II,24148068,2006,1,2941,424345
628,A Prairie Home Companion,20342852,2006,1,2525,420087
629,Aquamarine,18597342,2006,1,3335,429591
630,Black Christmas,16273581,2006,1,1873,454082
631,Beerfest,19185184,2006,1,6401,486551
632,Akeelah and the Bee,18848430,2006,1,615,437800
633,Friends with Money,13368437,2006,1,1102,436331
634,Avenue Montaigne,2044858,2006,1,3988,444112
635,Material Girls,11449638,2006,1,3199,433412
636,Hollywoodland,14426251,2006,0,5511,427969
637,Little Children,5463019,2006,1,521,404203
638,Tenacious D in the Pick of Destiny,8334575,2006,0,7812,365830
639,Slither,7802450,2006,1,1702,439815
640,Idlewild,12571185,2006,1,3326,417225
641,Zoom,11989328,2006,1,1853,383060
642,After the Wedding,1534584,2006,0,2610,457655
643,Rang De Basanti,2197694,2006,1,3769,405508
644,A Scanner Darkly,5501616,2006,0,2360,405296
645,DOA: Dead or Alive,480813,2006,1,4202,398913
646,Running with Scissors,7022827,2006,1,1910,439289
647,I Served the King of England,617403,2006,0,224,284363
648,Hard Candy,1024640,2006,1,415,424136
649,For Your Consideration,5549923,2006,1,1615,470765
650,Shortbus,1985292,2006,1,1442,367027
651,Half Nelson,2697938,2006,1,2359,468489
652,Inland Empire,861355,2006,1,921,460829
653,Tristram Shandy: A Cock and Bull Story,1253413,2006,0,2559,423409
654,Brick,2075743,2006,0,561,393109
655,BloodRayne,2405420,2006,1,4218,383222
656,Boynton Beach Club,3127472,2006,1,4747,439478
657,Unknown,26403,2006,0,6285,1401152
658,Art School Confidential,3297137,2006,1,1152,364955
659,Lonely Hearts,188565,2006,1,5585,441774
660,Still Life,76983,2006,0,5076,2395417
661,Strangers with Candy,2072645,2006,1,2511,369994
662,Fast Food Nation,1005539,2006,1,1449,460792
663,Candy,45128,2006,1,5233,424880
664,A Guide to Recognizing Your Saints,517809,2006,0,2339,473488
665,Sweet Land,1706325,2006,1,5012,428038
666,Starter for 10,216839,2006,0,372,477095
667,Reprise,554826,2006,0,5213,827517
668,Red Road,154892,2006,1,3760,471030
669,Conversations with God,425045,2006,0,7624,489682
670,Conversations with Other Women,379418,2006,0,604,435623
671,13 Tzameti,121390,2006,0,7390,475169
672,Another Gay Movie,654132,2006,1,6526,443431
673,Sherrybaby,199176,2006,1,4899,423169
674,Tideland,66453,2006,1,2630,410764
675,Idiocracy,444093,2006,0,10,387808
676,Offside,180530,2006,1,653,499537
677,Times and Winds,6176,2006,1,2057,855729
678,This Film Is Not Yet Rated,306845,2006,1,3168,493459
679,Black Gold,93477,2006,0,3229,1701210
680,Moonlight,51570,2006,0,7421,4975722
681,Sisters in Law,33312,2006,1,2458,474361
682,Swimmers,34812,2006,1,5498,384573
683,Captive,16259,2006,1,6644,3268668
684,Dreamland,6383,2006,1,2297,417614
685,Say Uncle,5361,2006,0,8550,401385
686,Room,5228,2006,1,6584,3170832
687,Abominable,1810,2006,0,8889,6324278
688,Harry Potter and the Order of the Phoenix,292004738,2007,1,373,373889
689,Spider-Man 3,336530303,2007,0,5483,413300
690,Shrek the Third,322719944,2007,1,26,413267
691,Transformers,319246193,2007,1,422,418279
692,Ratatouille,206445654,2007,0,14,382932
693,I Am Legend,256393010,2007,1,549,480249
694,300,210614939,2007,0,1271,416449
695,Live Free or Die Hard,134529403,2007,0,842,337978
696,Enchanted,127807262,2007,1,777,461770
697,Ocean's Thirteen,117154724,2007,0,476,496806
698,Bee Movie,126631277,2007,0,7519,389790
699,American Gangster,130164645,2007,0,7395,765429
700,Rush Hour 3,140125968,2007,0,16,293564
701,Wild Hogs,168273550,2007,0,918,486946
702,Juno,143495265,2007,1,9,467406
703,Knocked Up,148768917,2007,1,180,478311
704,Hairspray,118871849,2007,1,188,427327
705,Beowulf,82280579,2007,1,3086,442933
706,Knowing,79957634,2007,0,354,448011
707,No Country for Old Men,74283625,2007,1,686,477348
708,Superbad,121463226,2007,1,651,829482
709,Meet the Robinsons,97822171,2007,0,1945,396555
710,Norbit,95673607,2007,0,5662,477051
711,P.S. I Love You,53695808,2007,1,766,431308
712,Sweeney Todd: The Demon Barber of Fleet Street,52898073,2007,0,630,408236
713,Resident Evil: Extinction,50648679,2007,1,17,432021
714,Music and Lyrics,50572589,2007,1,2170,758766
715,Blades of Glory,118594548,2007,1,3777,445934
716,Saw IV,63300095,2007,1,6454,890870
717,Bridge to Terabithia,82272442,2007,1,3333,398808
718,Stardust,38634938,2007,1,335,486655
719,1408,71985628,2007,1,3206,450385
720,Atonement,50927067,2007,1,949,783233
721,Aliens vs. Predator: Requiem,41797066,2007,1,8576,758730
722,Disturbia,80209692,2007,1,479,486822
723,Hitman,39687694,2007,0,1283,465494
724,Fred Claus,72006777,2007,0,410,486583
725,TMNT,54149098,2007,0,3811,453556
726,Shooter,47003582,2007,0,1184,822854
727,Michael Clayton,49033882,2007,0,1889,465538
728,No Reservations,43107979,2007,1,327,481141
729,Fracture,39015018,2007,0,2519,488120
730,Epic Movie,39739367,2007,1,6577,799949
731,Zodiac,33080084,2007,0,7251,443706
732,Premonition,47852604,2007,1,27,477071
733,Hannibal Rising,27670986,2007,0,4209,367959
734,Hot Fuzz,23637265,2007,0,351,425112
735,Halloween,58272029,2007,1,8452,1502407
736,Next,18211013,2007,0,11,435705
737,There Will Be Blood,40222514,2007,0,177,469494
738,Elizabeth: The Golden Age,16383509,2007,1,3230,414055
739,30 Days of Night,39569000,2007,0,2130,389722
740,3:10 to Yuma,53606916,2007,0,843,381849
741,Because I Said So,42674040,2007,1,4439,490084
742,Dan in Real Life,47642963,2007,1,3615,480242
743,"Lust, Caution",4604982,2007,1,5501,808357
744,28 Weeks Later,28638916,2007,1,2131,463854
745,Into the Wild,18354356,2007,0,313,758758
746,Eastern Promises,17266000,2007,1,3069,765443
747,We Own the Night,28563179,2007,0,4162,498399
748,Death at a Funeral,8580428,2007,1,1522,795368
749,Freedom Writers,36605602,2007,0,5496,463998
750,Breach,33231264,2007,0,2581,401997
751,Becoming Jane,18670946,2007,1,738,416508
752,Hostel: Part II,17609452,2007,1,2473,498353
753,Vacancy,19363565,2007,0,546,452702
754,Sunshine,3675753,2007,0,585,448134
755,Gone Baby Gone,20292962,2007,1,2371,452623
756,Awake,14377198,2007,1,7001,211933
757,88 Minutes,17213467,2007,0,30,411061
758,Amazing Grace,21250683,2007,0,736,454776
759,Nancy Drew,25612520,2007,1,6603,479500
760,Across the Universe,24343673,2007,1,4028,445922
761,Bratz,10010209,2007,1,2472,804452
762,Persepolis,4445756,2007,1,295,808417
763,Dead Silence,16809076,2007,0,5628,455760
764,Waitress,19074800,2007,1,755,473308
765,My Blueberry Nights,867275,2007,1,2655,765120
766,Penelope,10011996,2007,1,171,472160
767,Once,9439923,2007,0,530,907657
768,Evening,12492481,2007,1,948,765447
769,2 Days in Paris,4433994,2007,1,5291,841044
770,Bhool Bhulaiyaa,1097797,2007,0,4121,995031
771,Hot Rod,13938332,2007,0,419,787475
772,Caramel,1055580,2007,0,3707,825236
773,Sydney White,11892415,2007,1,3151,815244
774,Irina Palm,44383,2007,1,3474,762110
775,"4 Months, 3 Weeks and 2 Days",1198208,2007,1,1806,1032846
776,I Know Who Killed Me,7498716,2007,1,4007,897361
777,Redline,6881022,2007,1,6122,1483797
778,Control,872252,2007,0,6987,421082
779,Bug,7025810,2007,1,5088,470705
780,P2,3995018,2007,1,4984,804516
781,Pride,7057600,2007,1,5756,3169706
782,Days and Clouds,112102,2007,1,4833,887732
783,Shrooms,2863,2007,1,5204,492486
784,Black Sheep,84283,2007,0,923,779982
785,Gracie,2956339,2007,1,5461,441007
786,Love Songs,104567,2007,1,1741,996605
787,Margot at the Wedding,1959420,2007,1,2409,757361
788,XXY,48334,2007,1,1552,995829
789,Cashback,25343,2007,1,4401,460740
790,Eagle vs Shark,221846,2007,1,2478,494222
791,Vexille,3259,2007,1,1466,970472
792,King of California,268461,2007,0,2341,388182
793,Paprika,882267,2007,1,1864,851578
794,Gray Matters,71561,2007,1,1523,375785
795,Naissance des pieuvres,85440,2007,1,3989,869977
796,Brooklyn Rules,458232,2007,1,1578,283503
797,Wristcutters: A Love Story,446165,2007,0,2616,477139
798,Fido,304533,2007,0,4293,457572
799,Southland Tales,275380,2007,1,1927,405336
800,Fay Grim,126714,2007,1,4690,444628
801,Smiley Face,9397,2007,1,5245,780608
802,Shotgun Stories,46026,2007,1,6828,952682
803,Arranged,23571,2007,1,2248,848542
804,Puccini for Beginners,89464,2007,1,603,492481
805,Day Night Day Night,31856,2007,1,5834,499455
806,Itty Bitty Titty Committee,18445,2007,1,1115,496328
807,Poultrygeist: Night of the Chicken Dead,13804,2007,0,5262,462485
808,Macbeth,9613,2007,0,6637,2884018
809,Indiana Jones and the Kingdom of the Crystal Skull,317101119,2008,0,1050,367882
810,Kung Fu Panda,215434591,2008,1,728,441773
811,Hancock,227946274,2008,0,61,448157
812,Mamma Mia!,144130063,2008,1,316,795421
813,Quantum of Solace,168368427,2008,0,465,830515
814,Iron Man,318604126,2008,0,190,371746
815,Sex and the City,152647258,2008,1,747,1000774
816,Twilight,192769854,2008,1,501,1099212
817,Slumdog Millionaire,141319928,2008,0,251,1010048
818,Wanted,134508551,2008,0,80,493464
819,Bolt,114053579,2008,1,220,397892
820,Horton Hears a Who!,154529439,2008,0,1142,451079
821,Gran Torino,148095302,2008,0,502,1205489
822,"10,000 BC",94784201,2008,0,6825,443649
823,Journey to the Center of the Earth,101704370,2008,0,194,373051
824,Get Smart,130319208,2008,0,74,425061
825,Taken,145000989,2008,1,428,936501
826,Jumper,80172128,2008,0,28,489099
827,Yes Man,97690976,2008,0,305,1068680
828,Bedtime Stories,110101975,2008,1,310,960731
829,Australia,49554002,2008,0,1892,455824
830,Valkyrie,83077833,2008,0,2841,985699
831,Tropic Thunder,110515313,2008,0,263,942385
832,Eagle Eye,101440743,2008,0,463,1059786
833,Cloverfield,80048433,2008,1,889,1060277
834,Seven Pounds,69951824,2008,1,2116,814314
835,Hellboy II: The Golden Army,75986503,2008,0,214,411477
836,Four Christmases,120146040,2008,1,903,369436
837,Burn After Reading,60355347,2008,0,189,887883
838,27 Dresses,76808654,2008,1,212,988595
839,21,81159365,2008,1,47,478087
840,Vantage Point,72266306,2008,1,176,443274
841,Step Up 2: The Streets,58017783,2008,1,1104,1023481
842,Step Brothers,100468793,2008,0,260,838283
843,Changeling,35739802,2008,1,286,824747
844,Rambo,42754105,2008,0,7127,462499
845,Transporter 3,31715062,2008,0,241,1129442
846,Made of Honor,46012734,2008,0,5007,866439
847,Forgetting Sarah Marshall,63172463,2008,1,1891,800039
848,Pineapple Express,87341380,2008,0,384,910936
849,Vicky Cristina Barcelona,23216709,2008,1,245,497465
850,Speed Racer,43945766,2008,1,192,811080
851,Role Models,67294270,2008,0,217,430922
852,Max Payne,40689393,2008,1,309,467197
853,Mirrors,30691439,2008,0,5205,790686
854,Death Race,36316032,2008,0,222,452608
855,Revolutionary Road,22911480,2008,1,275,959337
856,Superhero Movie,25881068,2008,1,5412,426592
857,Baby Mama,60494212,2008,1,140,871426
858,Inkheart,17303424,2008,1,306,494238
859,Prom Night,43869350,2008,1,5077,926129
860,"Definitely, Maybe",32241649,2008,1,545,832266
861,Milk,31841299,2008,0,242,1013753
862,Doubt,33446470,2008,1,254,918927
863,Meet Dave,11803254,2008,0,193,765476
864,Defiance,28644813,2008,1,3711,1034303
865,Shutter,25928550,2008,0,5952,440803
866,"Welcome Home, Roscoe Jenkins",42436517,2008,1,4046,494652
867,Quarantine,31691811,2008,1,541,1082868
868,In Bruges,7800824,2008,0,34,780536
869,Fireproof,33456317,2008,0,1709,1129423
870,Last Chance Harvey,14889042,2008,1,6097,1046947
871,Igor,19528602,2008,0,1161,465502
872,Be Kind Rewind,11175164,2008,0,145,799934
873,Appaloosa,20211394,2008,0,196,800308
874,Frost/Nixon,18622031,2008,0,990,870111
875,Ghost Town,13367624,2008,0,513,995039
876,Mad Money,20668843,2008,1,2022,951216
877,RocknRolla,5700626,2008,0,1495,1032755
878,Doomsday,11008770,2008,1,3758,483607
879,Over Her Dead Body,7563670,2008,1,5244,785007
880,Happy-Go-Lucky,3512016,2008,1,1290,1045670
881,Easy Virtue,2656784,2008,1,500,808244
882,City of Ember,7873007,2008,1,1013,970411
883,Deception,4598506,2008,0,2331,800240
884,Rachel Getting Married,12796841,2008,1,499,1084950
885,Miss Pettigrew Lives for a Day,12313694,2008,1,350,970468
886,Brideshead Revisited,6432256,2008,0,7622,412536
887,Paris 36,851540,2008,0,3466,948535
888,Waltz with Bashir,2283849,2008,0,1751,1185616
889,Son of Rambow,1785505,2008,0,240,845046
890,Mid-August Lunch,675299,2008,1,4935,1277728
891,Miracle at St. Anna,7919117,2008,0,1451,1046997
892,Fashion,191442,2008,1,492,964516
893,Then She Found Me,3735717,2008,1,462,455805
894,Death Defying Acts,5665,2008,1,3013,472071
895,Transsiberian,2206405,2008,1,2968,800241
896,Passengers,292437,2008,0,7356,1355644
897,Frozen River,2511476,2008,1,252,978759
898,Diary of the Dead,958961,2008,1,964,848557
899,Charlie Bartlett,3951699,2008,0,1008,423977
900,Hamlet 2,4886216,2008,1,2274,1104733
901,Flash of Genius,4442377,2008,0,470,1054588
902,Bottle Shock,4078607,2008,0,8698,914797
903,"Synecdoche, New York",3083538,2008,1,1616,383028
904,Everlasting Moments,610825,2008,1,2614,961066
905,"Patrik, Age 1.5",57468,2008,0,7657,1067733
906,Killshot,18643,2008,0,1915,443559
907,Hunger,154084,2008,0,7641,986233
908,Teeth,347578,2008,1,1196,780622
909,Bonneville,488393,2008,1,2277,487195
910,Wendy and Lucy,865695,2008,1,1749,1152850
911,Revanche,258388,2008,0,5748,1173745
912,Towelhead,372124,2008,1,381,787523
913,Timecrimes,39127,2008,0,3343,480669
914,Beaufort,102591,2008,0,1808,758732
915,Repo! The Genetic Opera,146750,2008,1,542,963194
916,Shelter,142666,2008,1,8806,6249434
917,Ballerina,114507,2008,1,7310,2261287
918,Were the World Mine,123789,2008,1,3512,476991
919,Trumbo,109057,2008,1,6565,3203606
920,Sleep Dealer,80136,2008,0,6688,804529
921,Happy Valley,67665,2008,0,8944,3428912
922,Ciao,49494,2008,0,883,870089
923,Breakfast with Scot,46060,2008,0,4800,910847
924,Red,4643,2008,0,1700,1245526
925,American Zombie,3126,2008,1,5045,765430
926,Spiral,3072,2008,1,5743,244870
927,Disfigured,829,2008,1,8706,830535
928,Avatar,749766139,2009,0,582,499549
929,Harry Potter and the Half-Blood Prince,301959197,2009,1,375,417741
930,Ice Age: Dawn of the Dinosaurs,196573705,2009,0,458,1080016
931,Transformers: Revenge of the Fallen,402111870,2009,1,477,1055369
932,2012,166112167,2009,0,1695,1190080
933,Up,293004164,2009,0,334,1049413
934,Sherlock Holmes,209028679,2009,0,632,988045
935,Star Trek,257730019,2009,1,324,796366
936,X-Men Origins: Wolverine,179883157,2009,1,507,458525
937,Terminator Salvation,125322469,2009,0,344,438488
938,Prince of Persia: The Sands of Time,90759676,2009,0,831,473075
939,Inglourious Basterds,120540719,2009,1,557,361748
940,G.I. Joe: The Rise of Cobra,150201498,2009,0,453,1046173
941,G-Force,119436770,2009,0,2378,436339
942,Cloudy with a Chance of Meatballs,124870275,2009,0,534,844471
943,Public Enemies,97104620,2009,0,371,1152836
944,District 9,115646235,2009,0,468,1136608
945,Paranormal Activity,107918810,2009,1,667,1179904
946,Watchmen,107509799,2009,1,358,409459
947,Up in the Air,83823381,2009,0,578,1193138
948,17 Again,64167069,2009,1,315,974661
949,Law Abiding Citizen,73357727,2009,1,892,1197624
950,Coraline,75286229,2009,1,314,327597
951,Surrogates,38577772,2009,0,527,986263
952,Invictus,37491364,2009,0,1186,1057500
953,Bride Wars,58715510,2009,1,1395,901476
954,Confessions of a Shopaholic,44277350,2009,1,915,1093908
955,Planet 51,42194060,2009,0,1421,762125
956,Zombieland,75590286,2009,1,528,1156398
957,Where the Wild Things Are,77233467,2009,0,2336,386117
958,Green Zone,35053660,2009,0,704,947810
959,Underworld: Rise of the Lycans,45802315,2009,0,539,834001
960,"I Love You, Man",71440011,2009,0,519,1155056
961,Friday the 13th,65002019,2009,0,4570,758746
962,Drag Me to Hell,42100625,2009,1,654,1127180
963,Madea Goes to Jail,90508336,2009,0,6573,1142800
964,State of Play,37017955,2009,1,5019,473705
965,Duplicity,40572825,2009,0,498,1135487
966,Orphan,41596251,2009,1,471,1148204
967,Funny People,51855045,2009,0,408,1201167
968,Land of the Lost,49438370,2009,0,7359,457400
969,Year One,43337279,2009,1,8848,1045778
970,Ninja Assassin,38122883,2009,0,563,1186367
971,3 Idiots,6532874,2009,0,3066,1187043
972,Aliens in the Attic,25200412,2009,1,5666,775552
973,Nine,19676965,2009,0,709,875034
974,Push,31811527,2009,1,353,465580
975,9,31749894,2009,0,494,472033
976,Fantastic Mr. Fox,21002919,2009,0,550,432283
977,Evangelion: 2.0 You Can (Not) Advance,133640,2009,1,3732,860906
978,Gamer,20534907,2009,0,2536,1034032
979,All About Steve,33862903,2009,1,1180,881891
980,Astro Boy,19551067,2009,1,906,375568
981,Agora,619423,2009,0,692,1186830
982,Broken Embraces,5014305,2009,1,2830,913425
983,Love Happens,22965110,2009,1,6058,899106
984,Whatever Works,5306706,2009,1,497,1178663
985,A Serious Man,9228768,2009,0,1870,1019452
986,Case 39,13261851,2009,1,1750,795351
987,Sorority Row,11965282,2009,1,6224,1232783
988,An Education,12574914,2009,1,885,1174732
989,A Single Man,9176000,2009,0,697,1315981
990,Armored,15988876,2009,0,3779,913354
991,A Perfect Getaway,15515460,2009,1,642,971209
992,OSS 117: Lost in Rio,89375,2009,0,3061,1167660
993,Pandorum,10330853,2009,0,4047,1188729
994,Amelia,14246488,2009,1,5367,1129445
995,[Rec] 2,27766,2009,0,4764,1245112
996,Fired Up!,17231291,2009,0,4086,1083456
997,Summer Wars,80768,2009,1,1486,1474276
998,Soul Kitchen,276901,2009,0,809,1244668
999,Whiteout,10275638,2009,1,4265,365929
1000,Capitalism: A Love Story,14363397,2009,0,726,1232207
1001,Adventureland,16044025,2009,1,311,1091722
1002,Whip It,13043363,2009,1,522,1172233
1003,Sunshine Cleaning,12062558,2009,1,346,862846
1004,Away We Go,9451946,2009,1,804,1176740
1005,Bright Star,4444637,2009,1,886,810784
1006,Looking for Eric,55804,2009,0,7723,1242545
1007,Harry Brown,1818681,2009,0,3345,1289406
1008,Taking Woodstock,7460204,2009,0,6270,1127896
1009,Moon,5010163,2009,0,544,1182345
1010,In the Loop,2388804,2009,1,496,1226774
1011,Antichrist,404122,2009,0,644,870984
1012,Nowhere Boy,1457248,2009,1,5153,1266029
1013,Blood: The Last Vampire,257412,2009,1,423,806027
1014,Carriers,104352,2009,1,4763,806203
1015,Crossing Over,455654,2009,1,2042,924129
1016,Adam,2277396,2009,0,4119,1185836
1017,Management,934658,2009,0,3965,1082853
1018,Queen to Play,478710,2009,1,5718,1082009
1019,Fish Tank,374675,2009,1,888,1232776
1020,Bronson,104979,2009,0,5474,1172570
1021,Dead Snow,46742,2009,0,1080,1278340
1022,Paper Heart,1274062,2009,1,2435,1331064
1023,Lebanon,368088,2009,0,1796,1483831
1024,35 Shots of Rum,177511,2009,1,2516,1100048
1025,Fanboys,688529,2009,0,768,489049
1026,Goodbye Solo,870781,2009,0,2203,1095442
1027,American Violet,554434,2009,1,2082,1152397
1028,A Town Called Panic,165509,2009,0,2558,1433540
1029,Humpday,407377,2009,0,922,1334537
1030,Dogtooth,110248,2009,1,712,1379182
1031,Serious Moonlight,25339,2009,0,992,1133993
1032,Black Dynamite,242578,2009,0,4000,1190536
1033,Valhalla Rising,30638,2009,0,4129,862467
1034,Eyes Wide Open,26258,2009,0,2443,1424327
1035,Little Girl,1350,2009,1,3516,1426371
1036,(Untitled),230600,2009,0,7382,1132193
1037,Paa,199228,2009,0,3730,1532957
1038,"Police, Adjective",53206,2009,0,1804,1337051
1039,Treeless Mountain,60336,2009,1,5691,1143155
1040,Examined Life,120712,2009,1,2694,1279083
1041,Cracks,29683,2009,1,2396,1183665
1042,Mystery Team,89442,2009,0,8146,1237838
1043,Beeswax,46590,2009,1,996,1339268
1044,Uncertainty,36689,2009,1,2348,1086216
1045,Pontypool,3865,2009,0,952,1226681
1046,Home,9478,2009,1,6148,2224026
1047,I Sell the Dead,8050,2009,0,3457,902290
1048,Pretty Ugly People,6537,2009,1,6817,874425
1049,Ghosted,1780,2009,1,665,1252595
1050,Toy Story 3,415004880,2010,1,961,435761
1051,Alice in Wonderland,334191110,2010,1,699,1014759
1052,Harry Potter and the Deathly Hallows: Part 1,295983305,2010,1,1773,926084
1053,Inception,292576195,2010,1,1169,1375666
1054,Shrek Forever After,238736787,2010,0,894,892791
1055,Iron Man 2,312433331,2010,1,797,1228705
1056,Tangled,200821936,2010,1,1782,398286
1057,Despicable Me,251513985,2010,1,1139,1323594
1058,How to Train Your Dragon,217581231,2010,1,711,892769
1059,Clash of the Titans,163214888,2010,1,1772,800320
1060,Black Swan,106954678,2010,1,1662,947798
1061,Megamind,148415853,2010,0,1743,1001526
1062,Robin Hood,105269730,2010,0,8671,4532826
1063,Resident Evil: Afterlife,60128566,2010,1,1567,1220634
1064,Shutter Island,128012934,2010,0,716,1130884
1065,Salt,118311368,2010,1,1299,944835
1066,Grown Ups,162001186,2010,1,980,1375670
1067,True Grit,171243005,2010,1,1854,1403865
1068,Due Date,100539043,2010,0,2190,1231583
1069,Yogi Bear,100246011,2010,0,1893,1302067
1070,Paranormal Activity 2,84752907,2010,1,2794,1536044
1071,Unstoppable,81562942,2010,1,1759,477080
1072,Date Night,98711404,2010,1,784,1279935
1073,Wall Street: Money Never Sleeps,52474616,2010,1,1661,1027718
1074,Predators,52000688,2010,0,1168,1424381
1075,A Nightmare on Elm Street,63075011,2010,1,6047,1179056
1076,Dear John,80014842,2010,0,2129,989757
1077,Aftershock,62962,2010,1,3109,1393746
1078,Kick-Ass,48071303,2010,0,737,1250777
1079,Burlesque,39440655,2010,1,1784,1126591
1080,Dinner for Schmucks,73026337,2010,0,1407,427152
1081,Edge of Darkness,43313890,2010,0,3459,1226273
1082,Letters to Juliet,53032453,2010,1,823,892318
1083,Diary of a Wimpy Kid,64003625,2010,1,705,1196141
1084,Easy A,58401464,2010,1,1599,1282140
1085,Takers,57744720,2010,0,2271,1135084
1086,Legion,40168080,2010,1,979,1038686
1087,Skyline,21393620,2010,1,1880,1564585
1088,Hot Tub Time Machine,50287556,2010,0,715,1231587
1089,Devil,33601190,2010,1,1701,1314655
1090,127 Hours,18335230,2010,1,1758,1542344
1091,Secretariat,59713955,2010,1,1669,1028576
1092,Morning Glory,31011732,2010,1,1723,1126618
1093,Remember Me,19068240,2010,1,1303,1403981
1094,Cop Out,44875481,2010,0,1453,1385867
1095,Little White Lies,206088,2010,1,2773,1440232
1096,Daybreakers,30101577,2010,0,910,433362
1097,How Do You Know,30212620,2010,1,6345,1341188
1098,Charlie St. Cloud,31162545,2010,0,1865,1438254
1099,Scott Pilgrim vs. the World,31524275,2010,1,1468,446029
1100,Machete,26593646,2010,1,1528,985694
1101,Boy,256211,2010,0,1016,1560139
1102,When in Rome,32680633,2010,1,5036,1185416
1103,For Colored Girls,37729698,2010,1,2307,1405500
1104,You Will Meet a Tall Dark Stranger,3248246,2010,1,1518,1182350
1105,Leap Year,25918920,2010,1,8482,1216492
1106,Potiche,1618844,2010,1,2264,1521848
1107,You Again,25702053,2010,1,1626,1414382
1108,Ramona and Beezus,26167002,2010,1,1350,493949
1109,Let Me In,12134935,2010,0,1649,1228987
1110,Fair Game,9540691,2010,1,2780,977855
1111,Biutiful,5101237,2010,0,2059,1164999
1112,Just Wright,21540363,2010,1,901,1407061
1113,My Soul to Take,14744435,2010,1,7491,872230
1114,Our Family Wedding,20255281,2010,1,702,1305583
1115,Country Strong,20218921,2010,1,3708,1555064
1116,Another Year,3205706,2010,1,1760,1431181
1117,Youth in Revolt,15281286,2010,0,1179,403702
1118,Buried,1044143,2010,0,1650,1462758
1119,Norwegian Wood,13000,2010,1,2782,1270842
1120,13 Assassins,802778,2010,0,1698,1436045
1121,Repo Men,13794835,2010,1,723,1053424
1122,"Tomorrow, When the War Began",4936,2010,1,5134,1456941
1123,Ip Man 2,205675,2010,0,3187,1386932
1124,Blue Valentine,9706328,2010,0,2088,1120985
1125,Somewhere,1785645,2010,1,2124,1421051
1126,I Saw the Devil,129210,2010,0,3319,1588170
1127,I Am Love,5005465,2010,1,1005,1226236
1128,Chloe,3075255,2010,1,1341,1352824
1129,Straw Dogs,10324441,2010,1,2692,999913
1130,Get Low,9176933,2010,0,2273,1194263
