title,year,rating,id,imdbid
Date and Switch,2014,0,8650,1878942
Dawn of the Planet of the Apes,2014,0,5624,2103281
Dead Girls,2014,1,5633,3560546
Dead Snow 2,2014,1,5149,2832470
Dear White People,2014,1,5918,2235108
Deliver Us From Evil,2014,0,8377,2377322
Der kleine Drache Kokosnuss,2014,0,6957,3726220
Der Kleine Medicus - Geheimnisvolle Mission im Korper,2014,1,5899,3832158
Der Kreis,2014,0,8560,3148952
"Disappearance of Eleanor Rigby: Her, The",2014,1,6109,3720788
"Disappearance of Eleanor Rigby: Them, The",2014,1,5780,3729920
Divergent,2014,1,5308,1840309
Dohee-ya,2014,1,6490,3661798
Dolares de arena (Sand Dollars),2014,1,8605,3958098
Dolphin Tale 2,2014,1,8327,2978462
Dracula Untold,2014,0,8316,0829150
Draft Day,2014,0,5442,2223990
"Drop, The",2014,0,5734,1600196
Dumb and Dumber 2,2014,1,8328,2096672
Dyke Hard,2014,1,6180,3570168
Earth To Echo,2014,0,8333,2183034
East Side Sushi,2014,1,6491,2340650
Eat with Me,2014,1,6864,2274604
Edge of Tomorrow,2014,0,5529,1631867
Effie Gray,2014,1,6476,1605798
Ei Kiitos,2014,0,6054,2808680
Ein Geschenk der Gotter,2014,1,5791,3983072
Ek Villain,2014,0,5599,3175038
El Ni&ntilde;o,2014,0,6158,2093990
Electricity,2014,1,6951,2936470
En duva satt p&aring; en gren och funderade p&aring; tillvaron,2014,0,5965,1883180
"Equalizer, The",2014,0,5782,0455944
Escobar: Paradise Lost,2014,0,6331,2515030
Every Secret Thing,2014,1,6860,1706598
Exodus: Gods and Kings,2014,0,6019,1528100
"Expendables 3, The",2014,0,5705,2333784
Extirpador de Idolatrias,2014,1,8689,3010990
"Falling, The",2014,1,6499,3294200
"Fault in Our Stars, The",2014,1,5456,2582846
Faults,2014,1,6989,3021360
Feher isten,2014,1,6219,2844798
Fields of the Dead,2014,1,5157,3186838
Flowers in the Attic,2014,1,5263,3074694
Fort Tilden,2014,0,7459,3457734
Foxcatcher,2014,0,5942,1100089
"Frame, The",2014,1,7516,2567038
Frank,2014,0,5720,1605717
Frozen in Time,2014,0,5993,4150316
Fury,2014,0,5862,2713180
"Gabby Douglas Story, The",2014,0,7314,3386954
Get On Up,2014,0,5721,2473602
Girlhood,2014,1,6198,3655522
Girltrash: All Night Long,2014,1,7633,1555440
"Giver, The",2014,1,5700,0435651
God Help the Girl,2014,1,5753,2141751
God&#39;s Not Dead,2014,1,5337,2528814
God&#39;s Pocket,2014,0,6178,2920808
Godzilla,2014,0,5466,0831387
Golden Era,2014,0,6773,3696086
Gone Girl,2014,1,5801,2267998
"Good Lie, The",2014,1,5832,2652092
Good People,2014,1,6035,1361318
Gotham,2014,1,7499,3749900
Grace of Monaco,2014,1,5515,2095649
"Grand Budapest Hotel, The",2014,0,5229,2278388
Guardians of the Galaxy,2014,1,5671,2015381
Gueros,2014,0,6258,3499048
H.,2014,0,7764,3666210
Haider,2014,0,7713,3390572
Happy Christmas,2014,1,5870,2955096
Happy Valley,2014,0,8944,3428912
Hard Corner: Le Film,2014,0,5450,3638604
Heaven Is For Real,2014,0,8330,1929263
Hector and the Search for Happiness,2014,0,5701,1626146
Hercules,2014,0,5661,1267297
Highway,2014,0,8739,2980794
Hits,2014,1,6583,3145220
"Hobbit: The Battle of the Five Armies, The",2014,0,5994,2310332
Hoje Eu Quero Voltar Sozinho,2014,1,5388,1702014
"Homesman, The",2014,0,5982,2398231
Horrible Bosses 2,2014,0,8331,2170439
Housebound,2014,1,5730,3504048
"Houses October Built, The",2014,0,6344,1958043
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,2014,1,6845,3812402
How to Train Your Dragon 2,2014,0,5618,1646971
"Hundred-Foot Journey, The",2014,1,5692,2980648
"Hunger Games: Mockingjay - Part 1, The",2014,1,5931,1951265
Hungry Hearts,2014,0,6672,3344922
I Call It Love,2014,0,7429,4211680
I Origins,2014,1,6045,2884206
"I, Frankenstein",2014,0,5218,1418377
"Ich seh, Ich seh",2014,0,6459,3086442
If I Stay,2014,1,5722,1355630
"Imitation Game, The",2014,0,5941,2084970
In the Courtyard,2014,1,6642,2593224
"Inbetweeners 2, The",2014,0,5826,3097204
Infinitely Polar Bear,2014,1,6385,1969062
Inherent Vice,2014,0,5922,1791528
Innocence,2014,1,6668,1724965
Interstellar,2014,1,5902,0816692
"Interview, The",2014,0,6001,2788710
Into the Storm,2014,1,5679,2106361
Into the Woods,2014,1,6000,2180411
Into the Woods,2014,1,8702,002180411
It Follows,2014,1,6518,3235888
Jack Ryan: Shadow Recruit,2014,0,5090,1205537
Jacky in the kingdom of women,2014,1,8099,2382422
Jane the Virgin,2014,1,7408,3566726
Jersey Boys,2014,0,5649,1742044
Jimmy&#39;s Hall,2014,0,5678,3110960
Joe,2014,0,5396,2382396
John Wick,2014,0,5897,2911666
Jongens,2014,0,7133,3318220
Ju-on: Owari no hajimari,2014,1,6885,3572132
"Judge, The",2014,0,5838,1872194
Justice League: WAR,2014,1,7428,3060952
Kingsman: The Secret Service,2014,1,6108,2802144
Kraftidioten,2014,0,5900,2675914
"Kumiko, the Treasure Hunter",2014,1,6348,3263614
La belle et la bete,2014,1,7575,2316801
La cr&egrave;me de la cr&egrave;me,2014,1,5408,2536428
La isla minima,2014,0,6370,3253930
Laggies,2014,1,5831,2034031
Land Ho!,2014,1,7007,3283556
"Last Five Years, The",2014,0,6252,2474024
Last Shift,2014,1,7885,2965466
"Last: Naruto the Movie, The",2014,0,8119,3717532
Le Paradis,2014,0,5848,3971202
Learning to Drive,2014,1,6373,3062976
"Legend of Hercules, The",2014,0,5068,1043726
"Lego Movie, The",2014,1,5132,1490017
Let Us Prey,2014,1,6534,3148348
Let&#39;s Be Cops,2014,0,5702,1924435
Leviathan,2014,1,5978,2802154
Lies I Told My Little Sister,2014,1,5353,2287861
Life Of Riley,2014,0,5689,2751390
Life Partners,2014,1,6740,2870808
"Like Sunday, Like Rain",2014,1,6724,3104818
Lizzie Borden Took An Ax,2014,1,5175,3118958
"Lookalike, The",2014,1,7849,2497980
Love &amp; Mercy,2014,0,6305,0903657
Love Is Strange,2014,0,6195,2639344
"Love, Rosie",2014,1,6188,1638002
Lucy,2014,1,5650,2872732
Lugen,2014,1,5765,2618500
Lust for Love,2014,1,6524,2106529
Magic in the Moonlight,2014,1,5947,2870756
Magical Girl,2014,1,6143,3089326
Maleficent,2014,1,5510,1587310
Mange tes morts,2014,0,5847,3720802
Maps to the Stars,2014,1,5764,2172584
Margarita with a Straw,2014,1,7537,2929690
"Maze Runner, The",2014,0,5755,1790864
Mega Shark vs. Mecha Shark,2014,1,5418,3152098
Mercenaries,2014,1,6551,3598222
Mike and I,2014,0,6307,3804984
Million Dollar Arm,2014,0,5387,1647668
Miss Meadows,2014,1,6600,3128900
Mommy,2014,1,6007,3612616
Moms&#39; Night Out,2014,1,5737,3014666
"Monuments Men, The",2014,0,5144,2177771
Mostly Ghostly: Have You Met My Ghoulfriend?,2014,1,5835,3138192
Mr. Peabody and Sherman,2014,0,5221,0864835
Mr. Turner,2014,0,6009,2473794
Muppets Most Wanted,2014,0,5482,2281587
My Father Must Die,2014,1,6179,3368814
My Little Pony: Equestria Girls - Rainbow Rocks,2014,1,5810,3529198
My Old Lady,2014,1,6266,2908856
Nar dyrene drommer,2014,0,7431,2818178
Near Death Experience,2014,0,6208,3800012
Need for Speed,2014,0,5693,2369135
Neighbors,2014,1,5487,2004420
Night at the Museum: Secret of the Tomb,2014,0,8236,2692250
Nightcrawler,2014,1,5887,2872718
No Good Deed,2014,1,5813,2011159
Noah,2014,1,5348,1959490
Non-Stop,2014,1,5217,2024469
"Normal Heart, The",2014,0,6124,1684226
Nosferatu In Love,2014,0,5458,3457342
Not Cool,2014,1,6747,3569356
"November Man, The",2014,0,5729,2402157
Obvious Child,2014,1,5590,2910274
Ocho apellidos vascos,2014,0,6268,2955316
Oculus,2014,1,5416,2388715
Omoide no Mani (When Marnie Was There),2014,1,6304,3398268
"One I Love, The",2014,1,5724,2756032
"Other Woman, The",2014,1,5423,2203939
Ouija,2014,1,5981,1204977
Our RoboCop Remake,2014,1,5307,3528906
Out in the Night,2014,1,8561,3717242
Out of the Dark,2014,1,7594,2872724
Outcast,2014,1,6416,1552224
"Pa Boys, The",2014,0,5214,3515892
Paddington,2014,1,5997,1109624
Pane e burlesque,2014,1,6247,3284618
Paper Planes,2014,0,6501,3328716
Parallels,2014,1,6139,3479316
Paranormal Activity: The Marked Ones,2014,0,5219,2473682
Penguins of Madagascar,2014,0,5950,1911658
Perfect Sisters,2014,1,7692,2027231
Phoenix,2014,1,5940,2764784
"Pirate Fairy, The",2014,1,5453,2483260
Planes: Fire &amp; Rescue,2014,0,5674,2980706
Pompeii,2014,1,5196,1921064
Praia do Futuro,2014,0,5488,2199543
Predestination,2014,1,6172,2397535
Pride,2014,1,5756,3169706
Primero De Enero,2014,1,6958,3263732
Project Almanac,2014,1,6103,2436386
"Purge: Anarchy, The",2014,1,5642,2975578
Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?,2014,1,5680,2800240
Queen,2014,1,5280,3322420
"Quiet Hour, The",2014,1,6831,2645188
"Quiet Roar, The",2014,1,5719,2835536
Ragamuffin,2014,0,5553,2412568
Relatos salvajes,2014,1,6256,3011894
Respire,2014,1,7275,3365778
"Rico, Oskar und die Tieferschatten",2014,0,5837,1679276
Ride Along,2014,0,5104,1408253
Rio 2,2014,1,5340,2357291
"Riot Club, The",2014,0,5766,2717860
River of Fundament,2014,1,6813,3529612
Robocop,2014,0,5164,1234721
Rosewater,2014,0,6545,2752688
"Rover, The",2014,0,5559,2345737
Sabotage,2014,1,5625,1742334
Sadilishteto,2014,0,7066,2199436
Saint Seiya: Legend of Sanctuary,2014,0,5749,2231489
"Salvation, The",2014,0,5874,2720680
"Scribbler, The",2014,1,6220,2396721
Search Party,2014,0,7898,2758904
Selma,2014,1,5959,1020072
Seventh Son,2014,1,6191,1121096
Sex Ed,2014,1,8957,2751310
Sharknado 2: The Second One,2014,1,7776,3062074
She&#39;s Funny That Way,2014,1,6413,1767372
Sin City: A Dame to Kill For,2014,0,5717,0458481
"Single Moms Club, The",2014,1,5953,2465140
"Skeleton Twins, The",2014,1,5535,1571249
Someone Marry Barry,2014,0,6207,1978532
"Something, Anything",2014,1,5516,2461126
Son of Batman,2014,0,7208,3139072
Song of the Sea,2014,1,6182,1865505
Sora no Otoshimono Final: Eternal My Master,2014,0,7937,3438514
Spring,2014,0,6690,3395184
St. Vincent,2014,1,6010,2170593
Starving in Suburbia,2014,1,5468,3257692
Step Up All In,2014,0,6421,2626350
Still Alice,2014,1,6066,3316960
Still the Water,2014,1,6906,3230162
Stretch,2014,0,6765,2494280
Suite francaise,2014,1,6196,0900387
"Taking of Deborah Logan, The",2014,1,6527,3387648
Tammy,2014,1,5608,2103254
Teenage Mutant Ninja Turtles,2014,1,5687,1291150
That Awkward Moment,2014,1,5236,1800246
Thegidi,2014,0,6263,3565264
"Theory of Everything, The",2014,1,5970,2980516
They Came Together,2014,1,6034,2398249
This Is Where I Leave You,2014,0,5977,1371150
Tinker Bell and the Legend of the NeverBeast,2014,1,6440,3120408
Top Five,2014,1,6026,2784678
"Town That Dreaded Sundown, The",2014,1,8162,2561546
Transcendence,2014,0,5405,2209764
Transformers: Age of Extinction,2014,1,5598,2109248
Trash,2014,0,7777,1921149
Treehouse,2014,1,6061,1791681
Tu Dors Nicole,2014,1,6509,3483194
Turist,2014,1,5936,3630276
"Two Days, One NIght",2014,1,6053,2737050
"Two Faces of January, The",2014,1,5495,1976000
Two Night Stand,2014,1,5807,2140619
Unbroken,2014,0,6013,1809398
Under the Skin,2014,0,5397,1441395
Une nouvelle amie,2014,0,6147,3184934
Unfriended,2014,1,6504,3713166
Unutursam F&#305;s&#305;lda,2014,0,5924,4114744
Vampire Academy,2014,1,5135,1686821
Ventos de Agosto,2014,1,7578,3904770
Verden venter,2014,1,7226,4800178
Veronica Mars,2014,1,5282,2771372
Viharsarok,2014,0,8531,2474310
Walk of Shame,2014,1,5465,2463288
Welcome to Me,2014,1,6225,2788716
What We Did on Our Holiday,2014,1,8361,2725962
What We Do in the Shadows,2014,0,5597,3416742
When the Game Stands Tall,2014,0,5709,2247476
While We&#39;re Young,2014,1,6673,1791682
Whiplash,2014,0,5818,2582802
White Bird in a Blizzard,2014,1,6025,2238050
Who Am I - Kein System ist sicher,2014,0,5836,3042408
Wicked Blood,2014,1,5643,2761578
Wild,2014,1,5971,2305051
Winter&#39;s Tale,2014,1,5220,1837709
Wir sind die Neuen,2014,1,5619,3777462
Wish I Was Here,2014,1,5811,2870708
"Woman in Black 2: Angel of Death, The",2014,1,6368,2339741
Women Aren&#39;t Funny,2014,1,5726,3992752
Wyrmwood: Road of the Dead,2014,1,6528,2535470
X-Men: Days of Future Past,2014,0,5499,1877832
You&#39;re Not You,2014,1,6037,1198156
Young Ones,2014,0,7254,2693664
Yves Saint Laurent,2014,0,5421,2707858
Zero Motivation,2014,1,6050,3576084
Zombeavers,2014,1,6091,2784512
+1,2013,1,5150,2395385
"100-Year-Old Man Who Climbed Out the Window and Disappeared, The",2013,0,5272,2113681
12 Years a Slave,2013,1,5033,2024544
138 segons. L&#39;enigma Girones,2013,0,7050,2964334
2 Guns,2013,0,4450,1272878
20 Feet from Stardom,2013,1,4456,2396566
21 &amp; Over,2013,0,4194,1711425
300 Worte Deutsch,2013,1,5707,2288044
3096 Tage,2013,1,6940,1667355
42,2013,0,4054,0453562
47 Ronin,2013,0,4989,1335975
52 Tuesdays,2013,1,5849,3100636
A Case of You,2013,1,7765,1817081
A Field in England,2013,0,4608,2375574
A Good Day to Die Hard,2013,0,4975,1606378
A Haunted House,2013,1,8306,2243537
A Haunting at Silver Falls,2013,1,4701,1813609
A Picture of You,2013,1,6727,2351098
A Talking Cat!?!,2013,1,3942,2511190
A Teacher,2013,1,7694,2201548
About Time,2013,1,4707,2194499
Admission,2013,1,4012,1814621
Adult World,2013,1,6699,1067765
After Earth,2013,0,4191,1815862
Afternoon Delight,2013,1,4619,2312890
Alan Partridge: Alpha Papa,2013,1,7731,0469021
All Cheerleaders Die,2013,1,5630,2527186
All is Lost,2013,0,4777,2017038
American Hustle,2013,1,4911,1800241
Amiche da morire,2013,1,4379,2343371
An Easter Bunny Puppy,2013,1,5478,2599226
Anchorman 2: The Legend Continues,2013,1,5309,1229340
And Now a Word from Our Sponsor,2013,1,4189,2094762
Ang&eacute;lique,2013,1,5354,2776074
Another Me,2013,1,5882,1816608
Are You Here,2013,1,5727,1545754
Ashley,2013,1,5822,2084093
Ass Backwards,2013,1,4816,1509788
At Middleton,2013,1,5758,1483324
August: Osage County,2013,1,4880,1322269
Austenland,2013,1,5106,1985019
Bad Words,2013,0,5460,2170299
Baggage Claim,2013,1,4661,1171222
Barbie &amp; Her Sisters in a Pony Tale,2013,1,5895,3321254
Bayonetta: Bloody Fate,2013,1,7204,3306776
Beautiful Creatures,2013,1,3915,1559547
Before Midnight,2013,1,4272,2209418
Behind the Candelabra,2013,0,4168,1291580
Beltracchi: The Art of Forgery,2013,0,5142,3448098
Bends,2013,1,5853,2852460
Beneath,2013,0,5604,2991296
Best Friends Forever,2013,1,5156,2224073
"Best Man Holiday, The",2013,1,5215,2083355
Best Night Ever,2013,1,5520,2499414
"Best Offer, The",2013,0,7585,1924396
Bicycling with Moli&egrave;re,2013,0,6138,2207050
"Big Wedding, The",2013,1,4145,1931435
Birdemic 2: The Resurrection,2013,1,5176,1674047
Blackfish,2013,1,5389,2545118
"Bling Ring, The",2013,1,4296,2132285
Blue Is the Warmest Color,2013,1,4704,2278871
Blue Jasmine,2013,1,4435,2334873
Blue Ruin,2013,1,5653,2359024
"Book Thief, The",2013,1,5014,0816442
Bounty Killer,2013,1,5097,2369396
"Boy and the World, The",2013,0,5085,3183630
"Call, The",2013,1,4051,1911644
Camille Claudel 1915,2013,1,4788,2018086
Captain Battle: Legacy War,2013,1,4476,2387413
Captain Phillips,2013,0,4677,1535109
Carrie,2013,1,3923,1939659
Casse-tete chinois,2013,1,5021,1937118
CBGB,2013,0,8920,1786751
Cheap Thrills,2013,0,7424,2389182
Christmas in the City,2013,1,7921,3015110
Clear History,2013,0,4492,2279864
Closed Circuit,2013,0,4594,2218003
Cloudy with a Chance of Meatballs 2,2013,1,5110,1985966
Coherence,2013,1,6686,2866360
"Colony, The",2013,0,4542,1160996
Computer Chess,2013,0,4461,2007360
Concussion,2013,1,4840,2296697
"Congress, The",2013,1,5298,1821641
"Conjuring, The",2013,1,4370,1457767
Contracted,2013,1,5400,2281159
"Counselor, The",2013,1,4740,2193215
"Croods, The",2013,1,4133,0481499
"Crown and the Dragon, The",2013,1,4440,1913178
Crystal Fairy &amp; the Magical Cactus and 2012,2013,1,4924,2332579
Curse of Chucky,2013,1,6232,2230358
Cutie and the Boxer,2013,0,5169,2355540
Dallas Buyers Club,2013,1,4660,0790636
Dark Skies,2013,0,4462,2387433
Dark Touch,2013,1,5311,2328549
"Day of the Doctor, The",2013,1,4873,2779318
Dead Man Down,2013,1,3978,2101341
Decoding Annie Parker,2013,1,5541,1464191
"Den, The",2013,1,7959,2503154
Despicable Me 2,2013,1,4300,1690953
Devil&#39;s Pass,2013,1,5015,1905040
"Devil&#39;s Violinist, The",2013,1,6086,2401715
"Dirties, The",2013,1,6559,2334896
Disconnect,2013,0,4545,1433811
Don Jon,2013,1,4568,2229499
Down River,2013,1,5989,2202928
Dragon Ball Z: Battle of Gods,2013,1,5292,2263944
Dragon Lore: Curse of the Shadow,2013,0,4203,2250234
Drinking Buddies,2013,1,4624,2265398
"East, The",2013,1,4017,1869716
Ego,2013,0,3861,2287715
Elle s&#39;en va,2013,1,5376,2289538
Elysium,2013,1,4460,1535108
Ender&#39;s Game,2013,0,4753,1731141
Enemy,2013,0,6753,2316411
Enough Said,2013,1,4781,2390361
Epic,2013,1,4180,0848537
Escape from Planet Earth,2013,1,3949,0765446
Escape Plan,2013,0,4689,1211956
Europa Report,2013,1,4324,2051879
Evil Dead,2013,1,4024,1288558
Exit Marrakech,2013,0,4733,1982177
Fack ju Gohte,2013,1,5273,2987732
Fading Gigolo,2013,0,5428,2258345
"Fall, The",2013,1,4477,2294189
Family Weekend,2013,1,4369,1821426
"Family, The",2013,1,4607,2404311
Faroeste caboclo,2013,1,4197,1869416
Fast and Furious 6,2013,1,4192,1905041
"Fifth Estate, The",2013,0,4714,1837703
Filth,2013,0,4681,1450321
Finding Mr. Right,2013,0,5448,2169322
Finsterworld,2013,0,4656,2338864
First Period,2013,1,6458,2508258
Flores Raras,2013,1,5829,2217458
For Elisa,2013,1,4996,2403419
Frankenstein&#39;s Army,2013,0,8454,1925435
Freier Fall,2013,0,4125,2617828
Frequencies,2013,1,6437,2414766
Frozen,2013,1,4858,2294629
"Frozen Ground, The",2013,1,4609,2005374
Fruitvale Station,2013,1,4436,2334649
Future Shift,2013,1,5985,2991316
G.B.F.,2013,1,5480,2429074
G.I. Joe: Retaliation,2013,1,4019,1583421
Gabrielle,2013,1,5652,3106846
Gam-si-ja-deul,2013,1,4855,2969656
"Gamers: Hands of Fate, The",2013,1,4508,2312390
Gangster Squad,2013,0,3836,1321870
Gekijouban Steins;Gate: Fuka ryouiki no dejavu,2013,1,7400,2967286
Geography Club,2013,1,5637,2235902
"German Doctor, The",2013,1,5714,1847746
Gimme Shelter,2013,0,5131,1657510
Girl Most Likely,2013,1,4471,1698648
Gloria,2013,1,5177,2425486
Go for Sisters,2013,1,4751,2247432
Grace Unplugged,2013,1,5269,2349460
"Grand Seduction, The",2013,0,5589,2319580
"Grandmaster, The",2013,0,4156,1462900
Gravity,2013,0,4655,1454468
"Great Gatsby, The",2013,1,4138,1343092
Grown Ups 2,2013,0,4419,2191701
"Hangover part 3, The",2013,0,4181,1951261
Hannas Reise,2013,1,5096,2429414
Hansel &amp; Gretel,2013,1,4878,2415464
Hansel &amp; Gretel: Witch Hunters,2013,1,3856,1428538
Hansel and Gretel Get Baked,2013,1,4387,2081194
Haunt,2013,1,5841,2386278
Haunter,2013,1,5180,2345567
Haute Cuisine,2013,1,4603,2094877
"Heat, The",2013,1,4196,2404463
Hemlock Grove,2013,1,4548,2309295
Her,2013,0,4860,1798709
"Hit Girl, The",2013,1,4166,2651924
"Hobbit: The Desolation of Smaug, The",2013,1,4921,1170358
Homefront,2013,0,5640,2312718
Horns,2013,1,5893,1528071
"Host, The",2013,1,4023,1517260
"Hot Flashes, The",2013,1,4455,2201251
House of Cards,2013,0,7026,1856010
How I Live Now,2013,1,4925,1894476
Hross i oss,2013,1,6100,3074732
"Hunger Games: Catching Fire, The",2013,1,4851,1951264
I Give it a Year,2013,1,5268,2244901
I Used to Be Darker,2013,1,4743,2147728
I&#39;m So Excited,2013,0,4305,2243389
Ida,2013,1,5335,2718492
Identity Thief,2013,0,3886,2024432
"Immigrant, The",2013,1,5525,191181
In a World...,2013,1,4472,2294677
In Fear,2013,0,5732,2165859
"Incredible Burt Wonderstone, The",2013,0,3996,0790628
Inside Llewyn Davis,2013,0,4814,2042568
Insidious: Chapter 2,2013,0,4879,2226417
Instructions Not Included,2013,1,4652,2378281
Interior. Leather Bar.,2013,0,5491,2352488
"Internship, The",2013,0,4213,2234155
"Invisible Woman, The",2013,1,5746,1700845
Iron Man 3,2013,1,4090,1300854
Is the Man Who Is Tall Happy?,2013,0,6483,1817287
Jack and the Cuckoo-Clock Heart,2013,1,6377,1181840
Jack the Giant Slayer,2013,0,3955,1351685
Jeune &amp; jolie,2013,1,4836,2752200
Jug Face,2013,1,8101,2620736
Jurassic Attack,2013,0,3900,2303110
Justice Is Mind,2013,1,5537,2289920
Justice League: The Flashpoint Paradox,2013,0,7207,2820466
Karlek deluxe,2013,1,5093,2792728
Kaze tachinu,2013,1,5579,2013293
Kick-Ass 2,2013,1,4470,1650554
Kill for Me,2013,1,5809,2085957
Kill Your Darlings,2013,0,5362,1311071
Killing Season,2013,0,4537,1480295
"Kings of Summer, The",2013,0,5576,2179116
Knights of Badassdom,2013,1,5145,1545660
Kyss meg for faen i helvete,2013,1,5113,2829458
L&#39;amour est un crime parfait,2013,0,5119,3103576
L&#39;ecume des jours,2013,1,4294,2027140
La grande bellezza,2013,1,6415,2358891
La jaula de oro,2013,0,6734,2042583
La Venus a la fourrure,2013,0,5377,2406252
"Last Exorcism Part II, The",2013,1,4132,2034139
"Last Keepers, The",2013,1,4887,1716767
"Last of Robin Hood, The",2013,1,6966,2450440
Last Passenger,2013,1,5193,1858481
"Last Stand, The",2013,0,5570,1549920
Last Vegas,2013,0,5161,1204975
Le Pass&eacute;,2013,1,5105,2404461
Le week-end,2013,0,6145,2392326
Lee Daniels&#39; The Butler,2013,1,4522,1327773
Legends of Oz: Dorothy&#39;s Return,2013,1,5917,0884726
"Les garcons et Guillaume, a table!",2013,0,5022,2315200
Les Reines du Ring (English: Wrestling Queens),2013,1,4866,2330546
Life Inside Out,2013,1,5587,2543508
"Lifeguard, The",2013,1,5322,2265534
Locke,2013,0,5527,2692904
"Lone Ranger, The",2013,0,4279,1210819
Lone Survivor,2013,0,8195,1091191
"Look of Love, The",2013,1,5162,1951216
Lost Angel,2013,0,7151,2796584
Lost In Living,2013,1,4212,2628260
Love &amp; Air Sex,2013,1,5140,2388759
"Love Punch, The",2013,1,5754,2234261
Lovelace,2013,1,4583,1426329
"Lunchbox, The",2013,1,4857,2350496
Machete Kills,2013,1,4651,2002718
"Machine, The",2013,1,5787,2317225
Madoka Magica: Rebellion Story,2013,1,5026,2457282
Maidentrip,2013,1,6709,2555268
Mama,2013,1,3853,2023587
Man of Steel,2013,1,4238,0770828
Man of Tai Chi,2013,1,4908,2016940
Mandela: Long Walk to Freedom,2013,0,5023,2304771
Maron,2013,0,6592,2520512
Mary and Martha,2013,1,4306,2284766
Meine Schwestern,2013,1,5188,2582008
Michael Kohlhaas,2013,0,4553,2054790
Minha Mae e uma Peca: O Filme,2013,1,8817,2464018
Mobius,2013,1,4426,2106550
Monster Pies,2013,0,7137,2379082
Monsters University,2013,0,4256,1453405
"Mortal Instruments: City of Bones, The",2013,1,4509,1538403
Moving Mountains,2013,1,4853,2415174
Mt. Zion,2013,0,3883,2580928
Mud,2013,0,4115,1935179
My Little Pony: Equestria Girls,2013,1,4266,2908228
My mad fat diary,2013,1,7452,2407574
Nashorn im Galopp,2013,0,5374,2656122
Nazotoki wa Dinner no Ato de (The After-Dinner Mysteries),2013,0,4473,2188560
Nebraska,2013,1,4658,1821549
Night Train to Lisbon,2013,0,4891,1654523
Now You See Me,2013,0,4188,1670345
"Numbers Station, The",2013,0,4226,1659338
Nymphomaniac: Volume 1,2013,1,5067,1937390
Nymphomaniac: Volume 2,2013,1,5121,2382009
O Tempo e o Vento,2013,1,4642,2401711
Oblivion,2013,1,4055,1483013
Odd Thomas,2013,1,5490,1767354
Oldboy,2013,0,5167,1321511
Olympus Has Fallen,2013,0,4021,2302755
Once Upon a Time in Vietnam,2013,0,5641,2531258
Only God Forgives,2013,1,4367,1602613
Only Lovers Left Alive,2013,1,5000,1714915
Open Road,2013,1,6130,1922679
Orphan Black,2013,1,5037,2234222
Out of the Furnace,2013,0,4910,1206543
Oz the Great and Powerful,2013,1,3961,1623205
Pacific Rim,2013,0,4334,1663662
Pain &amp; Gain,2013,0,4195,1980209
Palo Alto,2013,1,5526,2479800
Parker,2013,1,4163,1904996
Particle Fever,2013,1,6004,1385956
Pasadena,2013,1,4072,2357263
Patema Inverted,2013,0,5626,2981768
Peeples,2013,1,4205,1699755
Percy Jackson: Sea of Monsters,2013,1,4906,1854564
Perfect Mothers,2013,1,4808,2103267
Philomena,2013,1,4888,2431286
"Physician, The",2013,0,5011,2101473
Planes,2013,0,4463,1691917
Plush,2013,1,6272,2226519
Pozitia copilului,2013,1,4155,2187115
"Pretty One, The",2013,1,5542,2140577
Prince Avalanche,2013,0,4488,2195548
"Princess Twins of Legendale, The",2013,1,5861,3122122
Prisoners,2013,1,4641,1392214
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,2013,1,4980,2457282
"Punk Singer, The",2013,1,5518,1785612
"Purge, The",2013,1,4225,2184339
R.I.P.D.,2013,0,4382,0790736
"Railway Man, The",2013,0,5062,2058107
rastres de s&aacute;ndal,2013,1,5992,3521332
Red 2,2013,1,4393,1821694
Remember Sunday,2013,1,5845,2770480
"Returned, The",2013,1,6110,2093270
Rewind,2013,0,6570,2193185
Riddick,2013,0,4543,1411250
Riley Rewind,2013,1,4953,2944454
Ronny,2013,0,7141,2831440
Runner Runner,2013,0,4653,2364841
Rush,2013,0,5061,1979320
RWBY,2013,1,4739,3066242
Sadako 3D 2,2013,1,5676,2440362
Safe Haven,2013,1,3911,1702439
Saige Paints the Sky,2013,1,4627,2818348
Saving Mr. Banks,2013,1,4965,2140373
"Secret Life of Walter Mitty, The",2013,1,4912,0359950
"Selfish Giant, The",2013,0,6892,2304426
Sharknado,2013,1,4365,2724064
She Made Them Do It,2013,0,7807,2336846
Short Term 12,2013,1,4598,2370248
Side Effects,2013,1,3913,2053463
"Sisters Plotz, The",2013,1,4261,2255372
Skinwalker Ranch,2013,0,4803,2881698
Sleeping with the Fishes,2013,1,8954,2286988
"Smurfs 2, The",2013,1,4416,2017020
Snowpiercer,2013,1,5296,1706620
Some Girl(s),2013,0,5114,2201221
"Soshite chichi ni naru (Like Father, Like Son)",2013,1,5190,2331143
"Spectacular Now, The",2013,0,5987,1714206
Stalingrad,2013,0,6750,1966566
Star Trek Into Darkness,2013,0,4127,1408101
"Starving Games, The",2013,1,5111,2403029
Still Life,2013,0,5076,2395417
Stoker,2013,1,4281,1682180
Summer League,2013,1,4514,2585078
